genotype,replicate,time,value,file,sheet,assay
Hep-Sucnr1 KO,6,0.022959816666666667,186.05,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,7,0.022959816666666667,195.64,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,8,0.022959816666666667,170.47,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,1,0.16464841666666666,365.0996,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,2,0.16464841666666666,392.170656,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,3,0.16464841666666666,292.428277,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,4,0.16464841666666666,1081.28,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,5,0.16464841666666666,1192.07,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,6,0.16464841666666666,1117.86,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,1,0.16464841666666666,362.258448,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,2,0.16464841666666666,371.6023,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,3,0.16464841666666666,335.250792,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,6,0.16464841666666666,1249.76,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,7,0.16464841666666666,1177.83,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,8,0.16464841666666666,1090.58,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,1,0.3061605,362.2157,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,2,0.3061605,387.760463,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,3,0.3061605,289.72849,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,4,0.3061605,137.71,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,5,0.3061605,152.35,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,6,0.3061605,116.74,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,1,0.3061605,361.508679,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,2,0.3061605,366.3818,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,3,0.3061605,330.52915,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,6,0.3061605,124.45,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,7,0.3061605,115.9,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,8,0.3061605,132.93,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,1,0.4494995,227.1841,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,2,0.4494995,247.870275,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,3,0.4494995,186.241645,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,4,0.4494995,878.11,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,5,0.4494995,952.57,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,6,0.4494995,963.9,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,1,0.4494995,243.95463,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,2,0.4494995,255.8833,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,3,0.4494995,207.112419,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,6,0.4494995,1063.71,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,7,0.4494995,982.19,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,8,0.4494995,920.11,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,1,0.5910413333333333,228.2296,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,2,0.5910413333333333,245.120296,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,3,0.5910413333333333,185.341415,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,4,0.5910413333333333,65.46,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,5,0.5910413333333333,87.15,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,6,0.5910413333333333,46.32,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,1,0.5910413333333333,237.744755,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,2,0.5910413333333333,252.4681,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,3,0.5910413333333333,200.270737,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,6,0.5910413333333333,61.6,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,7,0.5910413333333333,79.74,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,8,0.5910413333333333,37.54,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,1,0.7325858333333334,224.5021,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,2,0.7325858333333334,242.808465,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,3,0.7325858333333334,182.090535,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,4,0.7325858333333334,159.05,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,5,0.7325858333333334,170.84,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,6,0.7325858333333334,148.31,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,1,0.7325858333333334,237.056991,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,2,0.7325858333333334,250.4863,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,3,0.7325858333333334,197.595207,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,6,0.7325858333333334,175.46,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,7,0.7325858333333334,170.74,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,8,0.7325858333333334,160.06,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,1,0.8758123333333334,1240.33,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,2,0.8758123333333334,1394.21386,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,3,0.8758123333333334,1253.63053,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,1,0.8758123333333334,1425.22056,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,2,0.8758123333333334,1348.571,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,3,0.8758123333333334,1250.63789,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,1,1.0173495000000001,1105.727,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,2,1.0173495000000001,1211.75746,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,3,1.0173495000000001,1186.31597,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,1,1.0173495000000001,1292.85179,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,2,1.0173495000000001,1306.454,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,3,1.0173495000000001,1107.12394,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,1,1.1589541666666667,1064.452,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,2,1.1589541666666667,1083.5397,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,3,1.1589541666666667,1141.18042,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,1,1.1589541666666667,1187.15581,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,2,1.1589541666666667,1238.336,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,3,1.1589541666666667,1017.55615,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,1,1.3023233333333333,161.2442,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,2,1.3023233333333333,162.158122,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,3,1.3023233333333333,135.774562,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,1,1.3023233333333333,175.457085,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,2,1.3023233333333333,170.7435,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,3,1.3023233333333333,160.058951,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,1,1.4439626666666667,171.5422,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,2,1.4439626666666667,174.248838,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,3,1.4439626666666667,148.305234,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,1,1.4439626666666667,187.910731,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,2,1.4439626666666667,182.065,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,3,1.4439626666666667,172.478482,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,1,1.5855981666666668,159.047,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,2,1.5855981666666668,159.787468,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,3,1.5855981666666668,138.172104,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,1,1.5855981666666668,178.347568,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,2,1.5855981666666668,172.8926,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,3,1.5855981666666668,161.681649,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,1,0.022959816666666667,29.1207,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,2,0.022959816666666667,36.32645,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,3,0.022959816666666667,32.00163,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,1,0.022959816666666667,37.88011,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,2,0.022959816666666667,37.97343,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,3,0.022959816666666667,33.54433,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,1,0.16464841666666666,28.79058,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,2,0.16464841666666666,36.11522,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,3,0.16464841666666666,31.79593,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,1,0.16464841666666666,38.04787,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,2,0.16464841666666666,38.47714,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,3,0.16464841666666666,33.19595,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,1,0.3061605,28.60813,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,2,0.3061605,36.23176,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,3,0.3061605,31.68309,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,1,0.3061605,37.86786,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,2,0.3061605,37.48983,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,3,0.3061605,33.08557,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,1,0.4494995,37.34602,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,2,0.4494995,48.32068,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,3,0.4494995,43.29617,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,1,0.4494995,47.91177,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,2,0.4494995,47.98544,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,3,0.4494995,47.34214,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,1,0.5910413333333333,34.24088,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,2,0.5910413333333333,45.99259,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,3,0.5910413333333333,39.41646,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,1,0.5910413333333333,45.13507,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,2,0.5910413333333333,45.5976,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,3,0.5910413333333333,43.8229,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,1,0.7325858333333334,30.22544,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,2,0.7325858333333334,42.89299,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,3,0.7325858333333334,34.58024,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,1,0.7325858333333334,42.00877,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,2,0.7325858333333334,40.52369,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,3,0.7325858333333334,39.94856,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,1,0.8758123333333334,49.62766,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,2,0.8758123333333334,66.09862,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,3,0.8758123333333334,55.34986,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,1,0.8758123333333334,63.49753,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,2,0.8758123333333334,69.1121,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,3,0.8758123333333334,59.92689,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,1,1.0173495000000001,46.5598,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,2,1.0173495000000001,62.346,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,3,1.0173495000000001,52.35109,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,1,1.0173495000000001,59.49782,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,2,1.0173495000000001,66.88597,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,3,1.0173495000000001,54.1156,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,1,1.1589541666666667,45.12548,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,2,1.1589541666666667,61.54459,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,3,1.1589541666666667,50.48711,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,1,1.1589541666666667,55.81031,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,2,1.1589541666666667,64.32187,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,3,1.1589541666666667,50.32677,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,1,1.3023233333333333,20.97121,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,2,1.3023233333333333,32.64255,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,3,1.3023233333333333,24.7494,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,1,1.3023233333333333,29.96465,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,2,1.3023233333333333,27.04787,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,3,1.3023233333333333,30.06142,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,1,1.4439626666666667,18.18159,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,2,1.4439626666666667,28.01834,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,3,1.4439626666666667,21.41522,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,1,1.4439626666666667,25.32108,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,2,1.4439626666666667,22.60994,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,3,1.4439626666666667,26.2818,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,1,1.5855981666666668,16.75816,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,2,1.5855981666666668,26.66018,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,3,1.5855981666666668,19.81917,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,1,1.5855981666666668,23.92864,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,2,1.5855981666666668,19.66993,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Hep-Sucnr1 KO,3,1.5855981666666668,24.52945,aec8873_data_s4.xlsx,F4D,ECAR_liver_KO
Sucnr1fl/fl,1,0.022833333333333334,164.6218,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,2,0.022833333333333334,126.7908,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,3,0.022833333333333334,148.0539,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,4,0.022833333333333334,229.31,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,5,0.022833333333333334,118.27,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,6,0.022833333333333334,136.53,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,1,0.022833333333333334,233.8595,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,2,0.022833333333333334,342.1032,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,3,0.022833333333333334,272.2264,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,6,0.022833333333333334,280.61,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,7,0.022833333333333334,418.93,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,8,0.022833333333333334,371.55,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,1,0.16449999999999998,206.9352,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,2,0.16449999999999998,141.7746,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,3,0.16449999999999998,166.3453,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,4,0.16449999999999998,762.16,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,5,0.16449999999999998,378.25,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,6,0.16449999999999998,480.21,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,1,0.16449999999999998,266.8197,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,2,0.16449999999999998,404.5938,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,3,0.16449999999999998,319.8201,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,6,0.16449999999999998,968.55,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,7,0.16449999999999998,1282.27,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,8,0.16449999999999998,1112.6,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,1,0.3061666666666667,234.4582,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,2,0.3061666666666667,151.5929,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,3,0.3061666666666667,176.4504,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,4,0.3061666666666667,184.23,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,5,0.3061666666666667,90.05,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,6,0.3061666666666667,86.16,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,1,0.3061666666666667,304.0363,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,2,0.3061666666666667,474.9686,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,3,0.3061666666666667,365.4709,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,6,0.3061666666666667,205.67,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,7,0.3061666666666667,332.19,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,8,0.3061666666666667,251.04,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,1,0.44916666666666666,767.3086,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,2,0.44916666666666666,413.1004,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,3,0.44916666666666666,522.9225,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,4,0.44916666666666666,361.08,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,5,0.44916666666666666,172.23,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,6,0.44916666666666666,235.5,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,1,0.44916666666666666,991.9821,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,2,0.44916666666666666,1338.306,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,3,0.44916666666666666,1128.6,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,6,0.44916666666666666,434.88,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,7,0.44916666666666666,599.06,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,8,0.44916666666666666,528.65,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,1,0.5908333333333334,592.4611,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,2,0.5908333333333334,333.6067,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,3,0.5908333333333334,417.2733,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,4,0.5908333333333334,539.3,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,5,0.5908333333333334,339.55,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,6,0.5908333333333334,396.55,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,1,0.5908333333333334,753.2699,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,2,0.5908333333333334,1083.088,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,3,0.5908333333333334,867.1126,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,6,0.5908333333333334,513.15,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,7,0.5908333333333334,1136.48,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,8,0.5908333333333334,730.17,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,1,0.7361666666666667,539.0555,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,2,0.7361666666666667,295.6093,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,3,0.7361666666666667,377.9517,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,4,0.7361666666666667,5.85,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,5,0.7361666666666667,33.32,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,6,0.7361666666666667,39.92,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,1,0.7361666666666667,663.9743,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,2,0.7361666666666667,987.285,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,3,0.7361666666666667,756.6933,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,6,0.7361666666666667,23.43,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,7,0.7361666666666667,56.04,aec8873_data_s4.xlsx,F4E,mito_OCR
Hep-Sucnr1 KO,8,0.7361666666666667,15.91,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,1,0.8791666666666667,189.3788,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,2,0.8791666666666667,123.3787,aec8873_data_s4.xlsx,F4E,mito_OCR
Sucnr1fl/fl,3,0.8791666666666667,126.0814,aec8873_data_s4.xlsx,F4E,mito_OCR
